price,FY,type
545000.0,0,1.0
530000.0,0,0.0
529522.0,0,0.0
520000.0,0,1.0
450000.0,0,1.0
435000.0,1,1.0
425000.0,0,1.0
425000.0,1,1.0
425000.0,1,1.0
425000.0,0,1.0
345000.0,0,1.0
213333.0,1,0.0
1200000.0,1,0.0
1185000.0,1,0.0
1080000.0,1,0.0
1010000.0,1,0.0
1010000.0,1,0.0
1000000.0,1,0.0
980000.0,1,0.0
950000.0,1,0.0
920000.0,1,0.0
919000.0,1,0.0
915000.0,1,0.0
905000.0,1,0.0
901000.0,1,0.0
900000.0,1,0.0
900000.0,1,0.0
892000.0,1,1.0
872000.0,1,0.0
865000.0,1,0.0
860000.0,1,0.0
855000.0,1,0.0
855000.0,1,0.0
845000.0,1,0.0
811000.0,1,0.0
805000.0,1,0.0
780000.0,1,0.0
773000.0,1,0.0
770000.0,1,0.0
760000.0,1,0.0
751000.0,1,0.0
740000.0,1,0.0
716500.0,1,0.0
700200.0,1,1.0
700000.0,1,0.0
700000.0,1,0.0
685000.0,1,1.0
680000.0,1,0.0
